brand,tweet_id,customer_text,brand_reply,heuristic,hand_label,label_rationale,confidence
Ask_Spectrum,46998,"After almost 4 days finally got power back, only to find out no @Ask_Spectrum service #beenpunishedtoomuch",@126475 I totally understand your frustration.  Please know we are doing our best to restore your service as soon as poss... https://t.co/bEqu5qmzAt,unclear,deflection,"Generic apology, no concrete info",high
AppleSupport,2943337,@AppleSupport my contact names have disappeared on my messages but remain in my contacts?,"@813138 We want to help you attach the messages to the contact names, so let's get to the bottom of this.  When did this start?  Which device are you using?",unclear,deflection,"Diagnostic question: when started, which device",high
Uber_Support,1034297,@Uber_Support Hahaha same reply for all the query same you guys are doing on app. What the funny support system you guys have...,"@344826 As previously mentioned, we'll be following up with the account holder via email due to our privacy policy ( https://t.co/HcVH2Xso6Y ) which we have provided. We apologize for any inconvenience this may be causing you and appreciate your continued patience throughout this matter.",unclear,deflection,"Policy explanation, resolution deferred to account holder via email",medium
TMobileHelp,1854639,@TMobileHelp my iPhone x ship date says 11/3-11/10 will there be a more definite date this week? Hearing some phones are shipping already,@124344 Stay tuned to the T-Mobile App for updates!  That amazing phone will be in your hands before you know it :). *NevinBruce,unclear,deflection,"Vague app-updates reference, no concrete date",high
Uber_Support,2424685,"@Uber_Support hi i scheduled a ride for tomorrow early morning at 4:10am, in Key biscayne, Miami. How can i be sure that a car will be here, i can't receive text messages i can receive mail or whatsapp","@696291 We're happy to help! Scheduling a ride in advance does not guarantee you'll be connected with a driver. In the rare case that a driver cannot be found, you'll be notified at the end of your selected time window of 15 minutes. For more info click here; https://t.co/avOql7o416.",unclear,substantive,Explains scheduling policy in detail inline,high
Uber_Support,326457,@115877 why am I unable to receive delivery from restaurants when I'm within catchment? https://t.co/KkX5H9HrWX,@193778 Hi - here to help. Please DM us the email linked to your Uber account so we can look into this for you.,deflection,deflection,DM email address requested,high
Ask_Spectrum,678094,@Ask_Spectrum is there a problem with cable and Internet in Forest Hills now?   Can't connect on either.,"@281783 I am sorry you are having issues with your internet. You can find helpful troubleshooting tips here https://t.co/GBStzXaYzA . If your need further assistance please feel free to send your phone number, account number and service address to me directly in a private message. ^AS",substantive,deflection,"Link-only tips, PM fallback, no inline content",medium
AppleSupport,373351,"yo @115858, your last ios update is garbage, phone is freezing constantly",@204472 We understand that would make it hard to use your iPhone and we'd love to help.  Have you updated to iOS 11.0.2 yet?,unclear,deflection,Diagnostic question about update status,high
TMobileHelp,284506,"@TMobileHelp @115913 Nah, that's okay. All of dead ends and the ""oh, we'll check into this"" lies get exhausting week after week.",@183766 @115913 My team and I will be on standby ready to help should you change your mine. *TaylorBest,unclear,deflection,"Vague standby reassurance, no action",high
Uber_Support,2750557,@Uber_Support my friend just left his iPhone in our last uber. Can you help us get in contact w the driver?,"@770068 Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via https://t.co/QDn91HzZV0",deflection,deflection,"Policy explanation, resolution deferred to account holder via link",medium
AmazonHelp,2562250,"If a @727143 seam seemingly came undone on its own is that covered for warranty replacement, even if purchased through @115821? Actually, I'm not sure it was ever attached. @AmazonHelp #Maxpedition #PygmyFalconII https://t.co/96oDXV1pn9","@157872 Truly sorry to hear of this! Have you had the chance to check for any return options here: https://t.co/2z12K1HQvO ? Please, let us know. ^JE",substantive,deflection,Diagnostic question + link,high
TMobileHelp,2397455,@TMobileHelp looks like Basic Outfitters are crippled by demand on TMO Tuesdays!!,@689997 Have no fear! We are always looking out. Keep checking back for the offer. https://t.co/cX9JRYxboR *MelissaStephens,unclear,deflection,"Vague keep-checking-back, no concrete info",high
Uber_Support,1052498,@Uber_Support Yeah I'd love my $40 back for the food I ordered that you guys gave away.,@368735 We see you've been able to connect with our team. Please be sure to keep an eye on your thread for our update!,substantive,deflection,"Redirects to existing thread, no new resolution",medium
Ask_Spectrum,2162358,@Ask_Spectrum is there an internet outage?? My internet has gone down like three times in 2 hours,@149984 Hello Jen I would really like to help with your Internet services. When you can plz DM your phone number and address to chat? ^DT,substantive,deflection,DM phone/address to chat,high
AmazonHelp,2387430,"@AmazonHelp LMAO, you should see the list 😂😂😂🙌🏼",@687962 I'd say it a long list alright 😆 ^KM,deflection,unclear,"Joking exchange, no action",high
SpotifyCares,308981,"@SpotifyCares I don't use the app; I prefer the web player, so I've only seen it there. Private home network.",@189783 Thanks. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt,deflection,deflection,DM account email requested,high
TMobileHelp,940019,@TMobileHelp tracking id QGDL-0260-8241,@141118 I'd love to check out what's going on with your submission. Send me a DM. Let's chat. https://t.co/mG2aYYPAdA *AshleeCooper,substantive,deflection,"Send DM, no step",high
AppleSupport,2279165,@AppleSupport Is there a reason why you guys try to charge $100 dlls every time I use a credit card on my iTunes account?,@378760 Our iTunes Store Support team would best be able to assist you with that. You can contact them here:  https://t.co/SDIe7UiyJN,substantive,deflection,Channel switch to iTunes Store Support link,high
Ask_Spectrum,1884290,I pay very good money for a decent upstream @Ask_Spectrum why don't I have one?,@562243 Good morning Jason. I'm sorry for the delayed response to your post. Can you please tell me what speeds you are c... https://t.co/X4ZxjzUo5G,unclear,deflection,"Diagnostic question about speeds, truncated",high
AppleSupport,1001226,@AppleSupport And it is only one week old phone,"@357036 When this occurs, is Bluetooth completely turning off on either device or is it just disconnecting?",unclear,deflection,Diagnostic question about Bluetooth state,high
SpotifyCares,426774,"@SpotifyCares Thanks /MU and /RS for diagnosing and fixing my account problems, you guys rock!! 🤘","@216504 Aaw, that's nice to hear! For anything else, just give us a shout. https://t.co/M9DGmitf5G 🤘 /MU",unclear,unclear,"Closing acknowledgement, already resolved",high
TMobileHelp,2210572,"@115911 2 of 2 with countless calls to close account, while being repeatedly lied to by everyone!","@646112 My money is important to me as well, so I know you don't want to wait any longer. Shoot me a DM, so I can help with this. *JPL",deflection,deflection,"Shoot DM, no step",high
TMobileHelp,1985606,@TMobileHelp Thanks for responding dudes but I figured it out on my own #techie,"@587768 Right on, Allie! You should think about a career with the #UnCarrier: https://t.co/Bc0EAZw4PV *AlexKimbrell https://t.co/GefRnVHVqu",unclear,unclear,"Customer self-resolved, closing non-action reply",high
SpotifyCares,696720,"@SpotifyCares.When I link my Spotify account to my Echo to play on Sonos, I can't play Spotify on my phone or desktop app","@286241 Hey Chris! Just to check, are you trying to play on your Echo and your phone/desktop at the same time? /JP",substantive,deflection,Diagnostic question about simultaneous playback,high
SpotifyCares,2925998,"@115888 someone is using my account from a remote location. I've reached out before, and never heard back. Please help!","@809577 Hi Katie, help's here! Could you DM us your username and email address? We'll see what's going on /JQ https://t.co/ldFdZRiNAt",deflection,deflection,DM username/email requested,high
AppleSupport,2377126,Not happy at all with the last @115858 IOs update. Iphone seems to work slowly and there are some functions that now are not user friendly anymore. I wish I had not done the update @AppleSupport,"@376895 We want to get things working smoothly again. Meet us in DM with which iPhone we're working with and details on the issue, such as which apps are slow and/or not user-friendly. We'll take a look. https://t.co/GDrqU22YpT",deflection,deflection,"DM ask, no step",high
AppleSupport,2466769,Ti prego @115858 fai qualcosa per i nostri iphone 6s che dopo l’aggiornamento durano pochissimo😩 #Apple #iphone6s #batteria #help #ios11,@705838 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,deflection,deflection,"Language redirect, no resolution",high
SpotifyCares,2876110,@SpotifyCares Thank you for a response. We solved it out already. Thanks to your colleague!,@798424 No worries! Just give us a shout if the problem persists. We're... https://t.co/zOXI69QSqg /PK,unclear,unclear,"Closing acknowledgement, already resolved",high
